genre,sentence1_id,sentence2_id,filename,year,id,score,sentence1,sentence2,url1,url2,dev_train_or_test
main-news,48331,48332,MSRpar,2012train,586,4.5,"Hovan did not speak, but his lawyer, John Speranza, said his client ""did not wake up that day"" intending to hurt anyone.","Hovan ""did not wake up that day"" intending to hurt anyone, defense attorney John Speranza said.",,,train
main-news,48341,48342,MSRpar,2012train,587,4.0,"""We believe that it is not necessary to have a divisive confirmation fight over a Supreme Court appointment,"" Daschle wrote.","""We believe that it is not necessary to have a divisive confirmation fight,"" Daschle of South Dakota wrote the Republican president.",,,train
main-news,48351,48352,MSRpar,2012train,588,3.0,"Yahoo accounts for 159,354 of the BSD sites, with 152,054 from NTT/Verio and 129,378 from Infospace, the survey found.","Another 152,054 are from IP services company NTT/Verio, and 129,378 from InfoSpace, the survey found.",,,train
main-news,48361,48362,MSRpar,2012train,592,3.769,"In the latest top-level shuffle at CNN, Teya Ryan is leaving her post as general manager of U.S. programming, the network announced.","In CNN's latest move to rejuvenate ratings, the network has ousted Teya Ryan, general manager of U.S. programming.",,,train
main-news,48371,48372,MSRpar,2012train,593,3.4,"He is suspected of being a key figure in Jemaah Islamiyah, the al-Qa'eda-linked terror group which has been blamed for the bombings.","Samudra, 32, is suspected of being a key figure in the al-Qaida-linked terror group Jemaah Islamiyah, which has been blamed for carrying out the bombings.",,,train
main-news,48381,48382,MSRpar,2012train,594,1.8,"About 100 firefighters are in the bosque today, Albuquerque Fire Chief Robert Ortega said.","""We were seconds away from having that happen,"" Albuquerque Fire Chief Robert Ortega said.",,,train
main-news,48391,48392,MSRpar,2012train,595,3.0,"""The issue has been resolved,"" Marlins President David Samson said through a club spokesman.","The Marlins only said: ""The issue has been resolved.""",,,train
main-news,48401,48402,MSRpar,2012train,596,3.0,China's Health Ministry said five more people had died of Sars and a further 159 were infected.,"On Monday, China said nine more people had died from SARS and that 160 more were infected with the virus.",,,train
main-news,48411,48412,MSRpar,2012train,598,4.25,"Shares of McDonald's rose $1.83, or 8.3 percent, to close at the day's high of $23.89.",McDonald's shares rose $1.83 to close Friday at $23.89 on the New York Stock Exchange.,,,train
main-news,48421,48422,MSRpar,2012train,600,4.0,He said the FDA was hoping Congress and the courts would bring clarity to the situation and some financial relief to consumers.,He said FDA hopes Congress and the courts will bring clarity to the situation and some financial relief to consumers — perhaps before the 2004 elections.,,,train
main-news,48431,48432,MSRpar,2012train,601,4.0,Ernst & Young admitted no wrongdoing with the settlement.,Ernst & Young spokesman Kenneth Kerrigan said the firm admits no wrongdoing.,,,train
main-news,48441,48442,MSRpar,2012train,603,3.625,"The witness, a 27-year-old Kosovan parking attendant with criminal convictions for dishonesty, was paid 10,000 by the News of the World.","The witness was a 27-year-old Kosovan parking attendant, who was paid by the News of the World, the court heard.",,,train
main-news,48451,48452,MSRpar,2012train,605,3.5,The differences between Grassley and Thomas on energy and Medicare have become so pointed that other members say their angry personal relationship is embarrassing the party.,Their differences on energy and Medicare have become so pointed other members say it is embarrassing to the party.,,,train
main-news,48461,48462,MSRpar,2012train,607,3.2,"He wounded a security guard and then fled, stabbing two passersby as he ran off along the promenade.",He then stabbed two passersby as he fled along a promenade by the Mediterranean Sea.,,,train
main-news,48471,48472,MSRpar,2012train,608,3.4,He and his colleagues attributed some of the communication gap to doctors feeling pressed for time.,He attributed some of the communication gap to doctors feeling pressed for time; patients cited discomfort discussing financial issues.,,,train
main-news,48481,48482,MSRpar,2012train,609,4.0,State police said as many as 30 workers were trapped immediately after the garage collapsed.,"As many as 30 people were believed to be trapped inside initially, the state police said.",,,train
main-news,48491,48492,MSRpar,2012train,613,4.8,"OS ANGELES - ''The Hulk'' was a monster at the box office in its debut weekend, taking in a June opening record of $62.6 million.","""The Hulk"" took in $62.6 million at the box office, a monster opening and a new June record.",,,train
main-news,48501,48502,MSRpar,2012train,615,2.4,Congratulations on being named Time magazine's Person of the Year.,Time magazine named the American soldier its Person of the Year for 2003.,,,train
main-news,48511,48512,MSRpar,2012train,617,3.2,"The indictment said he attended important meetings to plan the attacks, recruited fellow bombers and coordinated the operation.","Samudra not present in Bangkok, the indictment said, but attended a series of meetings before the attacks, recruiting fellow bombers and coordinating the operation.",,,train
main-news,48521,48522,MSRpar,2012train,619,4.2,It will also give Microsoft an opportunity to comment on remedies proposed by the Commission.,"Among other things, Microsoft is to comment on proposed remedies in its response.",,,train
main-news,48531,48532,MSRpar,2012train,620,5.0,Texans saddled with skyrocketing homeowners premiums might finally be getting relief.,Relief is in sight for Texans saddled with skyrocketing homeowners insurance premiums.,,,train
main-news,48541,48542,MSRpar,2012train,621,3.4,Six Democrats are vying to succeed Jacques and have qualified for the Feb. 3 primary ballot.,Six Democrats and two Republicans are running for her seat and have qualified for the Feb. 3 primary ballot.,,,train
main-news,48551,48552,MSRpar,2012train,624,4.0,"Halliburton on Tuesday reiterated its contention that KBR had ""delivered fuel to Iraq at the best value, the best price and the best terms"".","""We believe KBR delivered fuel to Iraq at the best value, the best price and the best terms,"" Halliburton spokeswoman Wendy Hall said.",,,train
main-news,48561,48562,MSRpar,2012train,625,3.333,"Elecia Battle, of Cleveland, told police she dropped her purse as she left the Quick Shop Food Mart last week after buying the ticket.",Elecia Battle dropped her purse after buying the Mega Millions Lottery ticket last week and believes the ticket blew away.,,,train
main-news,48571,48572,MSRpar,2012train,626,3.2,"Customers include Mitsubishi, Siemens, DBTel, Dell, HP, Palm, Philips, Sharp, and Sony.","MediaQ's customers include major handheld makers Mitsubishi, Siemens, Palm, Sharp, Philips, Dell and Sony.",,,train
main-news,48581,48582,MSRpar,2012train,627,4.0,The Cleveland Cavaliers won the right to draft James by winning the NBA's annual lottery Thursday night.,"Such was the case Thursday night when the Cleveland Cavaliers won the ""LeBron James Lottery,"" otherwise known as the NBA draft lottery.",,,train
main-news,48591,48592,MSRpar,2012train,628,3.8,"Among the workers, the researchers found short workers had worse hearing than expected for their age.","""Short workers had worse hearing than expected by age -- three times more often than taller workers,"" writes Barrenas.",,,train
main-news,48601,48602,MSRpar,2012train,629,2.2,Mr Colpin did not specify whether it was this system that was at the centre of the investigation.,Neither OLAF nor the Belgian prosecutors have specified if it was this system that was at the centre of the investigation.,,,train
main-news,48611,48612,MSRpar,2012train,630,3.75,"Until now, sales of the entertainment-oriented PCs have been limited to the United States, Canada and Korea.","The computers are currently sold in Canada, the United States, and Korea.",,,train
main-news,48621,48622,MSRpar,2012train,631,3.0,Ballmer has been vocal in the past warning that Linux is a threat to Microsoft.,"In the memo, Ballmer reiterated the open-source threat to Microsoft.",,,train
main-news,48631,48632,MSRpar,2012train,632,1.25,The broad Standard & Poor's 500-stock index was up 4.83 points or 0.49 per cent to 980.76.,"Standard & Poor's 500 stock index futures declined 4.40 points to 983.50, while Nasdaq futures fell 6.5 points to 1,206.50.",,,train
main-news,48641,48642,MSRpar,2012train,633,3.25,"Talabani told him the Governing Council would ""need UN assistance and advice in implementing the new decisions which have been taken.""","Talabani told him Iraqi leaders would ""need U.N. assistance and advice in implementing the new decisions which have been taken"" on organising an interim Iraqi government by June.",,,train
main-news,48651,48652,MSRpar,2012train,634,3.333,"Stanford (46-15) plays South Carolina (44-20) today in a first-round game at Rosenblatt Stadium in Omaha, Neb.",Stanford (46-15) plays South Carolina (44-20) on Friday in the opening game of the double-elimination tournament.,,,train
main-news,48661,48662,MSRpar,2012train,635,2.0,"The same survey a month ago had Street leading Katz 42 percent to 34 percent, with 21 percent undecided.","One month ago in the same poll, Katz was leading 46 to 40 percent.",,,train
main-news,48671,48672,MSRpar,2012train,636,3.0,"The broad Standard & Poor's 500 Index <.SPX> advanced 11 points, or 1.25 percent, to 931.","The Standard & Poor's 500 Index gained 10.89, or 1.2 percent, to 931.12 as of 12:01 p.m. in New York.",,,train
main-news,48681,48682,MSRpar,2012train,638,3.667,But they don’t realize that until it’s too late (of course) because they’re potential victims in a horror movie.,But they don't realize that until it's too late (of course) because they're potential victims.,,,train
main-news,48691,48692,MSRpar,2012train,639,3.667,"Arthur Benson, attorney for the case's plaintiff schoolchildren, said he will appeal.",An attorney for plaintiff schoolchildren said he plans to appeal.,,,train
main-news,48701,48702,MSRpar,2012train,640,4.333,The euro has slipped nearly four percent since matching a record peak of around $1.1935 only last week and hitting an all-time high of 140.90 yen in late May.,The euro has slipped as much as four cents since matching a record peak near $1.1935 last week and hitting a record high of 140.90 yen in late May.,,,train
main-news,48711,48712,MSRpar,2012train,641,1.333,"Pennsylvania, which has the most aggressive treatment program, is treating 548 of 8,030 inmates.","Texas, which has more than three times Michigan's inmate population, is treating 328 of its 16,298 infected inmates.",,,train
main-news,48721,48722,MSRpar,2012train,642,2.2,The tech-loaded Nasdaq composite rose 20.96 points to 1595.91 to end at its highest level for 12 months.,"The technology-laced Nasdaq Composite Index <.IXIC> climbed 19.11 points, or 1.2 percent, to 1,615.02.",,,train
main-news,48731,48732,MSRpar,2012train,644,4.4,"With the Expose feature, all open windows shrink to fit on the screen but are still clear enough to identify.","With the Expose (ex-poh-SAY) feature, all the open windows on the desktop immediately shrink to fit on the screen but are still clear enough to identify.",,,train
main-news,48741,48742,MSRpar,2012train,645,3.4,"Instead, prosecutors dismissed charges and Rucker left the courtroom a free man.",Instead he left the courtroom a free man after authorities dismissed criminal charges.,,,train
main-news,48751,48752,MSRpar,2012train,646,4.2,"""This case was both mentally challenging and emotionally exhausting,"" said the foreman, Jim Wolfcale, a 41-year-old minister.","Jim Wolfcale, the jury foreman and a minister, said, ""This case was both mentally challenging and emotionally exhausting.""",,,train
main-news,48761,48762,MSRpar,2012train,647,3.0,He arrives later this week on the first state visit by a US President.,Mr Bush arrives on Tuesday on the first state visit by an American President.,,,train
main-news,48771,48772,MSRpar,2012train,648,3.4,"The deal, approved by both companies' board of directors, is expected to be completed in the third quarter of Nvidia's fiscal third quarter.",The acquisition has been approved by both companies' board of directors and is expected to close in the third quarter this year.,,,train
main-news,48781,48782,MSRpar,2012train,650,2.75,"The volatile mix could drag the session beyond the four days allotted by Bush, said Senate President Jim King.","The Senate might support capping noneconomic damages beyond the $250,000 Gov. Jeb Bush proposes, said Senate President Jim King.",,,train
main-news,48791,48792,MSRpar,2012train,651,4.0,More than 100 police officers were involved in the busts that were the culmination of a two-year operation investigating the cocaine importing and money laundering gang.,More than 100 officers launched the London raids in the final phase of a two-year operation investigating a cocaine and money laundering ring.,,,train
main-news,48801,48802,MSRpar,2012train,652,1.0,"Stripping out the extraordinary items, fourth-quarter earnings were 64 cents a share compared to 25 cents a share in the prior year.",Earnings were 59 cents a share for the three months ended May 25 compared with 15 cents a share a year earlier.,,,train
main-news,48811,48812,MSRpar,2012train,653,4.25,"But at age 15, she had reached 260 pounds and a difficult decision: It was time to try surgery.","But at the age of 15, she weighed a whopping 117kg and came to a difficult decision: it was time to try surgery.",,,train
main-news,48821,48822,MSRpar,2012train,655,3.5,"""If we could do that throughout the world, we could end terrorism,"" he said.","This is a hospital that treats everybody as people, and if we could do that throughout the world, we could end terrorism.""",,,train
main-news,48831,48832,MSRpar,2012train,659,3.067,"If it's a Bill Gates Comdex keynote, it must be time for new Tablet PCs.","If it's the Sunday night before Comdex, it must be time for yet another Bill Gates keynote.",,,train
main-news,48841,48842,MSRpar,2012train,660,3.25,"According to reports, Knight allegedly punched a parking attendant outside a Los Angeles nightclub.",He was arrested last week for allegedly punching a parking attendant outside a nightclub in LA.,,,train
main-news,48851,48852,MSRpar,2012train,661,3.75,"Among those waiting a turn was Jodie Singer, a sixth-grader from Washington, D.C.","Jodie Singer, a sixth-grader from Washington, D.C., anxiously awaited her turn at the microphone.",,,train
main-news,48861,48862,MSRpar,2012train,662,2.25,But the cancer society said its study had been misused.,The American Cancer Society and several scientists said the study was flawed in several ways.,,,train
main-news,48871,48872,MSRpar,2012train,663,2.5,Both are being held in the Armstrong County Jail.,Tatar was being held without bail in Armstrong County Prison today.,,,train
main-news,48881,48882,MSRpar,2012train,664,3.75,"A few miles further east is Tehuacan, where corn may first have been domesticated 4,000 years ago.","A few miles west are the pyramids of Teotihuacan, where corn may first have been domesticated 4,000 years ago.",,,train
main-news,48891,48892,MSRpar,2012train,665,3.25,"The confusion capped a tumultuous week for the list, which is intended to block about 80 percent of telemarketing calls.",The free service was originally intended to block about 80 percent of telemarketer calls.,,,train
main-news,48901,48902,MSRpar,2012train,667,4.0,"""Our strong preference is to achieve a financial restructuring out of court, and we remain hopeful we can do so,"" chief executive Marce Fuller said.","""Our strong preference is to achieve a financial restructuring out of court,"" Mirant CEO Marce Fuller said in a prepared statement early Friday.",,,train
main-news,48911,48912,MSRpar,2012train,668,3.444,Named in the complaint were former chief executive officers Paul A. Allaire and G. Richard Thoman and former CFO Barry D. Romeril.,The executives fined included former Chief Executives Paul A. Allaire and G. Richard Thoman as well as former Chief Financial Officer Barry Romeril.,,,train
main-news,48921,48922,MSRpar,2012train,670,4.6,"Chera Larkins, 32, of Manhattan, charged with three sham marriages, is also charged with perjury and filing a false instrument.","Chera Larkins, 32, of Manhattan, charged with perjury and filing a false instrument in three marriage applications.",,,train
main-news,48931,48932,MSRpar,2012train,671,2.8,It estimated on Thursday it has a 51 percent market share in Europe.,Boston Scientific said it has gained 51 percent of the coated-stent market in Europe.,,,train
main-news,48941,48942,MSRpar,2012train,672,4.8,The Senate Banking Committee is scheduled to hold a hearing on Tuesday where Donaldson is scheduled to testify on hedge and mutual funds.,"The Senate Banking Committee is scheduled to hold a hearing on Tuesday, when Donaldson will be questioned about hedge and mutual funds.",,,train
main-news,48951,48952,MSRpar,2012train,673,0.6,"The tech-heavy Nasdaq Composite Index .IXIC was off 0.11 percent, or 1.78 points, at 1,594.13.","The broader Standard & Poor's 500 Index .SPX was down 0.04 points, or 0 percent, at 971.52.",,,train
main-news,48961,48962,MSRpar,2012train,675,2.75,Mr Morse is charged with assault and Mr Darvish is charged with filing a false report.,His partner Bijan Darvish is charged with filing a false police report.,,,train
main-news,48971,48972,MSRpar,2012train,677,3.25,"The third appointment was to a new job, executive vice president and chief staff officer.","Bruce N. Hawthorne, 53, was named executive vice president and chief staff officer.",,,train
main-news,48981,48982,MSRpar,2012train,680,1.5,"Analysts had been expecting a net loss of 54 cents a share, according to Thomson First Call.","Analysts had forecast second quarter sales of $614 million, according to the Thomson First Call Web site.",,,train
main-news,48991,48992,MSRpar,2012train,681,3.0,The district also sent letters yesterday informing parents of the situation.,Parents received letters informing them of the possible contamination yesterday.,,,train
main-news,49001,49002,MSRpar,2012train,682,3.8,Richard Grasso quit as chairman last week after losing the support of his board amid public furor over his $140 million pay package.,Grasso quit last week in the wake of a firestorm of criticism over his $140 million compensation package.,,,train
main-news,49011,49012,MSRpar,2012train,683,4.308,"The new servers will run either Linux or the x86 version of Solaris, he said.",The servers can run Solaris x86 operating system or the standard Linux operating system.,,,train
main-news,49021,49022,MSRpar,2012train,684,3.4,"Sliding down the ice, Moriarty and Carella hit the spongy, rocky floor of the river and immediately felt the pull.","Sliding down the embankment, the two rescuers hit the spongy, rocky floor of the river and immediately felt the pull.",,,train
main-news,49031,49032,MSRpar,2012train,685,3.2,Cadbury Schweppes plc plans to cut 5500 jobs and shut factories after a 4.9 billion ($A11.9 billion) acquisition spree over the past three years inflated costs.,"Cadbury Schweppes has unveiled plans to slash 5,500 jobs and 20 percent of its factories over four years to cut costs brought about by an acquisition spree.",,,train
main-news,49041,49042,MSRpar,2012train,686,3.5,Mr. Sweeney outlined plans for the campaign in a speech last night in Philadelphia at the annual meeting of the American Political Science Association.,Sweeney was to outline plans for the campaign in a speech on Saturday night at the annual meeting of the American Political Science Association.,,,train
main-news,49051,49052,MSRpar,2012train,687,3.75,"It seemed like an isolated incident,"" said Ariel Dean of Washington D.C., who earned a degree in political science.","It seemed like an isolated incident,'' said graduate Ariel Dean of Washington, D.C.",,,train
main-news,49061,49062,MSRpar,2012train,688,1.75,The jury awarded TVT about $23 million in compensatory damages and roughly $108 million in punitive damages.,"TVT Records sought $360 million in punitive damages and $30 million in compensatory damages, officials said.",,,train
main-news,49071,49072,MSRpar,2012train,689,1.25,"TVT Records sought $360 million in punitive damages and $30 million in compensatory damages, officials said.",The damages included $24 million in compensatory damages and $52 million in punitive damages for IDJ.,,,train
main-news,49081,49082,MSRpar,2012train,690,3.4,The two Democrats on the five-member FCC panel held a news conference to sway opinion against Powell.,The two Democrats on the five-member FCC held a news conference to sway opinion against Powell and the panel's two other Republicans.,,,train
main-news,49091,49092,MSRpar,2012train,691,1.2,Unit volumes also set a record as notebooks accounted for more than 40 percent of sales.,"In May 2002, LCDs accounted for only 22 percent of monitor sales.",,,train
main-news,49101,49102,MSRpar,2012train,692,3.8,"Besides battling its sales slump, Siebel also has been sparring with some investors upset about huge stock option windfalls company managers have pocketed.","Besides a sales slump, Siebel is sparring with some shareholders over management stock option windfalls.",,,train
main-news,49111,49112,MSRpar,2012train,694,3.5,Stanford (51-17) and Rice (57-12) will play for the national championship tonight.,Rice (57-12) and Stanford (51-17) will meet in a winner-take-all matchup at 6:05 p.m. Monday.,,,train
main-news,49121,49122,MSRpar,2012train,696,3.5,"A 32-count indictment ""strikes at one of the very top targets in the drug trafficking world,"" U.S. Attorney Marcos Jimenez said.","The newly unsealed 32-count indictment alleges money laundering and conspiracy and ""strikes at one of the very top targets in the drug-trafficking world,"" Jiménez said.",,,train
main-news,49131,49132,MSRpar,2012train,697,2.0,A soldier was killed Monday and another wounded when their convoy was ambushed in northern Iraq.,"On Sunday, a U.S. soldier was killed and another injured when a munitions dump they were guarding exploded in southern Iraq.",,,train
main-news,49141,49142,MSRpar,2012train,700,2.0,"A cost analysis is under way, said Michael Rebell, CFE's executive director.","""We're not looking for a Robin Hood remedy,"" said Michael Rebell, the campaign's executive director.",,,train
main-news,49151,49152,MSRpar,2012train,701,4.8,"I was going to the court believing I could do this, only if I played my best tennis.","""I was believing that I was confident I could do this, but only in the case I would play my best tennis.",,,train
main-news,49161,49162,MSRpar,2012train,702,3.8,"Dotson told FBI agents that he shot Dennehy after the player tried to shoot him, according to the arrest warrant affidavit.","Dotson was arrested July 21 after telling FBI agents he shot Dennehy when Dennehy tried to shoot him, according to the arrest warrant affidavit.",,,train
main-news,49171,49172,MSRpar,2012train,703,4.6,"Dogs, he said, are second only to humans in the thoroughness of medical understanding and research.",He said that dogs are second only to humans in terms of being the subject of medical research.,,,train
main-news,49181,49182,MSRpar,2012train,704,1.4,"The stock rose $2.11, or about 11 percent, to close on Friday at $21.51 on the New York Stock Exchange.",PG&E Corp. shares jumped $1.63 or 8 percent to $21.03 on the New York Stock Exchange on Friday.,,,train
main-news,49191,49192,MSRpar,2012train,705,3.6,Eric Gagne earned his 17th save in as many opportunities as he struck out three in the ninth and allowed only an infield single by Greg Norton.,Closer Eric Gagne earned his 17th save in as many opportunities as he struck out three of the four batters he faced in the ninth.,,,train
main-news,49201,49202,MSRpar,2012train,706,3.0,Blair's government included the charge that Saddam sought uranium from Niger in a September 2002 dossier setting out the case for military action.,Britain included the accusation in a September 2002 dossier setting out the case for war in Iraq.,,,train
main-news,49211,49212,MSRpar,2012train,707,1.6,"Not counting energy prices, wholesale prices were down 0.9 percent.","Energy prices dropped by 8.6 percent, the biggest decline since July 1986.",,,train
main-news,49221,49222,MSRpar,2012train,708,4.0,The spacecraft is scheduled to blast off as early as tomorrow or as late as Friday from the Jiuquan launching site in the Gobi Desert.,The spacecraft is scheduled to blast off between next Wednesday and Friday from a launching site in the Gobi Desert.,,,train
main-news,49231,49232,MSRpar,2012train,709,2.4,"Hong Kong was flat, Australia , Singapore and South Korea lost 0.2-0.4 percent.","Australia was flat, Singapore was down 0.3 percent by midday and South Korea added 0.2 percent.",,,train
main-news,49241,49242,MSRpar,2012train,710,3.5,"SUVs parked on residential streets in Monrovia were tagged with ""ELF"" and other slogans, and another was set ablaze in front of a house, Sgt. Tom Wright said.","Several SUVs parked on residential streets in Monrovia were tagged with ``ELF'' and other slogans, said Sgt. Tom Wright.",,,train
main-news,49251,49252,MSRpar,2012train,712,5.0,At least 11 more cases in Indiana and three in Illinois are suspected.,There’s also at least three suspected cases in Illinois and 11 in Indiana.,,,train
main-news,49261,49262,MSRpar,2012train,713,5.0,"The pill, which they call the ""polypill,"" would contain aspirin, a cholesterol-lowering drug, three blood pressure-lowering drugs at half the standard dose and folic acid.","The ingredients of such a polypill would contain aspirin, a cholesterol-lowering statin, three blood pressure-lowering agents in half dose, and folic acid.",,,train
main-news,49271,49272,MSRpar,2012train,714,4.0,"""They drive around in their cars, while people are being killed 500 metres away,"" he said on Sunday.","""What they are doing right now is they drive around in their cars, while people are being killed 500 metres away.",,,train
main-news,49281,49282,MSRpar,2012train,715,3.0,"At Tuesday's arraignment hearing, Marsh pleaded not guilty to 122 counts of burial service fraud and 47 counts of making false statements.",At the hearing he pleaded not guilty to the burial service fraud and false statements charges.,,,train
main-news,49291,49292,MSRpar,2012train,716,1.333,"Still, revenues from the extra premiums would not be huge.",How would the extra premiums be collected?,,,train
main-news,49301,49302,MSRpar,2012train,719,3.8,Semiconductor giant Intel Corp. said yesterday that its second-quarter profits doubled from a year ago as stronger-than-expected demand for computer microprocessors offset the weakness of its communications chip business.,Intel Corp.'s second-quarter profits doubled and revenues grew 8 percent from a year ago as the chip-making giant reported stronger-than-expected demand for personal computer microprocessors.,,,train
main-news,49311,49312,MSRpar,2012train,722,3.0,"Schroeder cancelled his Italian holiday after Stefani refused to apologise for the slurs, which came after Berlusconi compared a German politician to a Nazi concentration camp guard.",Stefani's remarks further stoked tension after Italian Prime Minister Silvio Berlusconi last week compared a German member of the European Parliament to a Nazi concentration camp guard.,,,train
main-news,49321,49322,MSRpar,2012train,723,2.667,"Dell's OpenManage software includes Dell Update Packages with SMS to help automate the management of server hardware, applications and operating systems patches with a single tool.","The update packages help ""automate the management of server hardware, applications and operating systems patches using one tool,"" which is unpleasantly vague.",,,train
main-news,49331,49332,MSRpar,2012train,724,4.0,"He'll be swept over any minute or just die of the cold, Moriarty thought.","From the top of the embankment, Moriarty thought, ""He'll be swept over any minute or just die of the cold.""",,,train
main-news,49341,49342,MSRpar,2012train,725,3.0,LURD's Ja'neh also called for an interim government and the deployment of a U.S.-led Western peacekeeping force.,The rebels are also calling for the deployment of a U.S.-led peacekeeping force.,,,train
main-news,49351,49352,MSRpar,2012train,726,4.0,"KEDO Spokesman, Roland Tricot said: ""The executive board decided to refer this question to capitals.","""The executive board decided to refer this to the capitals,"" the Korean Energy Development Organization said.",,,train
main-news,49361,49362,MSRpar,2012train,731,2.75,"Benchmark Treasury 10-year notes gained 17/32, yielding 4.015 percent.","The benchmark 10-year note was recently down 17/32, to yield 4.067 percent.",,,train
main-news,49371,49372,MSRpar,2012train,732,4.0,Prosecutors did an about-face in May and asked that the autopsy reports be unsealed after portions of Conner Peterson's autopsy report favorable to the defense were leaked to the media.,They asked that the autopsy reports be unsealed after portions of the autopsy report on Peterson's unborn son that were favorable to the defense were leaked to the media.,,,train
main-news,49381,49382,MSRpar,2012train,733,1.5,"Volume was moderate at 827.68 million shares, up from 798.95 million at the same point Tuesday.","Volume came to 439.66 million shares, below 450.39 million at the same point Wednesday.",,,train
main-news,49391,49392,MSRpar,2012train,734,3.75,"Penn Traffic's stock closed at 36 cents per share on Wednesday on Nasdaq, up two cents.","Penn Traffic stock closed Wednesday at 36 cents, up 2 cents, or 6.2 percent, from Tuesday's close.",,,train
main-news,49401,49402,MSRpar,2012train,735,2.75,Hotly contested legislation that would change the state's takeover law and help a Michigan-based development company fend off a takeover cleared the state Senate on Thursday.,Legislation that would change state takeover law and help Bloomfield Hills-based Taubman Centers Inc. fend off a $1-billion takeover won committee approval Tuesday.,,,train
main-news,49411,49412,MSRpar,2012train,736,4.0,"However, other unions including the powerful CGT remained opposed to the reform and demanded the government begin fresh negotiations with them.","The powerful CGT and other unions remained opposed to the plans, however, and demanded the government renegotiate the reform with them.",,,train
main-news,49421,49422,MSRpar,2012train,737,1.5,The family owns Cheetahs strip clubs here and in Las Vegas.,The searches were conducted simultaneously with raids on strip clubs in San Diego and Las Vegas.,,,train
main-news,49431,49432,MSRpar,2012train,738,1.8,"The new bill would have Medicare cover 95 percent of drug costs over $5,100.","Above that, seniors would be responsible for 100 percent of drug costs until the out-of-pocket total reaches $3,600.",,,train
main-news,49441,49442,MSRpar,2012train,739,4.0,"Several thousand 3rd Infantry troops, including the 3rd Brigade Combat Team based at Fort Benning in Columbus, began returning last week.","A few thousand troops, most from the division's 3rd Brigade Combat Team based at Fort Benning in Columbus, began returning last week, with flights continuing through Friday.",,,train
main-news,49451,49452,MSRpar,2012train,741,3.6,Prairie dogs sold as exotic pets are believed to have been infected in an Illinois pet shop by a Gambian giant rat imported from Africa.,Prairie dogs are believed to have become infected in a pet shop through a Gambian rat imported from Africa.,,,train
main-news,49461,49462,MSRpar,2012train,742,3.4,The defense cannot appeal Roush's ruling until after the trial.,"Defense lawyers cannot appeal the ruling until after trial, in the appellate courts.",,,train
main-news,49471,49472,MSRpar,2012train,744,2.6,The committee was appointed by Defense Secretary Donald Rumsfeld under orders from Congress.,The public hearing is the second for the panel created by Defense Secretary Donald Rumsfeld under pressure from Congress.,,,train
main-news,49481,49482,MSRpar,2012train,747,3.25,"Former Indiana Rep. Frank McCloskey, 64, died Sunday in Bloomington after a battle with bladder cancer.",McCloskey died Sunday afternoon in his home after a year-long battle with bladder cancer.,,,train
main-news,49491,49492,MSRpar,2012train,748,3.75,Hospitals and the Red Cross appealed to blood donors yesterday.,The Connecticut Hospital Association joined the Red Cross Monday in calling for more blood donors.,,,train
main-news,49501,49502,deft-news,2014,0,4.0,mexico wishes to guarantee citizens' safety. ,mexico wishes to avoid more violence.,,,train
main-news,49511,49512,deft-news,2014,1,4.2,spain currently holds the rotating presidency of the osce. ,spain currently holds the osce's presidency.,,,train
main-news,49521,49522,deft-news,2014,2,4.2,the treaty was first signed in 1990. ,the cfe treaty was signed in 1990.,,,train
main-news,49531,49532,deft-news,2014,3,3.2,gorgich and pashtoon were executed in prison. ,gorgich and pashtoon were executed for trafficking heroin in sistan-baluchestan province.,,,train
main-news,49541,49542,deft-news,2014,4,0.6,safe bourada was sentenced to 15 years in prison. ,djamel badaoui was sentenced to five years.,,,train
main-news,49551,49552,deft-news,2014,5,3.6,santos stated the radioactive material was the primary basis for generating crude weapons of mass destruction and terrorism. ,uranium is a radioactive material which is the primary basis for generating dirty weapons of mass destruction and terrorism.,,,train
main-news,49561,49562,deft-news,2014,6,3.6,fulvio berghella stated that the digital worm named sq hell was particularly virulent and replicated itself at the rate of 8000 times an hour. ,fulvio berghella stated that the digital worm named sq hell has a very high capacity to replicate itself and the digital worm named sq hell is slowing down the poste italiane computer network and making some computers inoperable.,,,train
main-news,49571,49572,deft-news,2014,7,2.0,ingo kober stated there is larger interest in intellectual property rights now than 20 or 30 years ago. ,ingo kober stated that some nations had stronger intellectual property rights than others.,,,train
main-news,49581,49582,deft-news,2014,8,4.4,investigators claim the british company was a cia cover. ,russian investigators stated that the british company was a cia cover.,,,train
main-news,49591,49592,deft-news,2014,9,1.4,russia and nato member countries will hold meetings this fall on the conventional forces in europe treaty (cfe). ,russian parliament voted unanimously to suspend russia's participation in the conventional forces in europe (cfe) treaty.,,,train
main-news,49601,49602,deft-news,2014,10,4.6,the united states government and other nato members have refused to ratify the amended treaty until officials in moscow withdraw troops from the former soviet republics of moldova and georgia. ,the united states and other nato members have refused ratify the amended treaty until russia completely withdraws from moldova and georgia.,,,train
main-news,49611,49612,deft-news,2014,11,2.0,russia would not immediately increase military strength along russian borders. ,russia would not hesitate to increase military strength along russian borders if the need arises.,,,train
main-news,49621,49622,deft-news,2014,12,2.2,the center will be operational in august 2008. ,the center will formally open in 2009.,,,train
