id,sentence
11822,"The academy will get its own internal report next week and it will be made public, Rosa said."
11832,"Total shipments reached 19.5 million units last year, compared with 8.9 million units in 2001."
11842,"Moore, the suspended chief justice of the Alabama Supreme Court, stands trial before the Alabama Court of the Judiciary."
11852,"The blue-chip Dow Jones industrial average .DJI tacked on 97 points, or 1.14 percent, to 8,699."
11862,"According to an arrest warrant, Bryant, 24, attacked a woman on June 30."
11872,"Hollywood actor Robert De Niro has been diagnosed with prostate cancer, his spokesman said today."
11882,"""However, we are not certain about the outcome of the discussion at this moment."""
11892,"Halliburton shares fell 54 cents, or 2.4 percent, to $21.76 a share in midday New York Stock Exchange trade."
11902,"On Monday, Abbey trotted on stage, tail wagging, with Conway before a crowd of 10,000 attendees at PeopleSoft's annual customer conference."
11912,"With 97 percent of precincts counted tonight, 68 percent of voters opposed the tax."
11922,"Later Tuesday, Graham was expected to be re-elected for a second one-year term."
11932,"Still, changes to IE ""may affect a large number of existing Web pages,"" according to the W3C's notice."
11942,"Barbini said the EU may reach a compromise but it wants a system for labeling such foods, something the industry has resisted."
11952,The fire spread to several surrounding structures on the property and destroyed them as deputies held back firefighters.
11962,Agents confiscated several classified documents in his possession and interrogated him.
11972,"The helicopter was owned by Las Vegas-based Sundance Helicopters Inc., according to the sheriff's office."
11982,"""I am advised that certain allegations of criminal conduct have been interposed against my counsel, J. Michael Boxley,'' the Silver statement said. """
11992,It will appear in the next few weeks on the Web site of the Proceedings of the National Academy of Sciences.
12002,A convicted killer and two other inmates cut through two fences topped with razor wire and escaped from a state prison on a busy street.
12012,"Hickenlooper clobbered city Auditor Don Mares, 46, in the Tuesday runoff."
12022,"Under NASD regulations, Mr. Young can file a response and request a hearing before an NASD panel."
12032,Wall Street moved tentatively higher Tuesday as investors weighed a trio of reports showing modest economic improvement against an urge to cash in profits from Monday's big rally.
12042,But the United States' ultimate goal was not just to topple Mr. Hussein but to stabilize the country and install a friendly government.
12052,"Selenski used the mattress to scale a 10-foot razor wire, Fischi said."
12062,"The most common side effects after getting the nasal spray were nasal congestion, runny nose, sore throat and cough."
12072,"Together, we will find creative ways to communicate the unique strengths of Kmart to the 'new America' consumer."""
12082,Supermarket chains are accusing union leaders of breaking off contract talks prematurely over the weekend as grocery clerks gear up for a possible strike.
12092,"Intel on Wednesday unveiled its next-generation processor for cell phones, PDAs, and other wireless devices."
12102,"An Ohio law that bans a controversial late-term abortion procedure is constitutionally acceptable and the state can enforce it, a federal appeals court ruled yesterday."
12112,"The technology-laced Nasdaq Composite Index <.IXIC> climbed 19.11 points, or 1.2 percent, to 1,615.02."
12122,"""There's very strong interest in getting money back to the ratepayers as quickly as possible,"" Commissioner Susan Kennedy said."
12132,The company also said it would cut wholesale prices on cassettes and change the suggested retail price to $8.98.
12142,Shares of Allergan were up 14 cents at $78.40 in late trading on the New York Stock Exchange.
12152,They say second-quarter earnings reports will be key in giving investors that guidance.
12162,"That saw the benchmark 10-year note US10YT=RR slip 5/32 in price, taking its yield to 3.36 percent from 3.34 percent late on Thursday."
12172,"Shares of M&T, which is based in Buffalo, fell 41 cents, to $91.51."
12182,"Early Monday, insurgents threw a homemade bomb at a U.S. convoy in northern Baghdad, killing an American soldier."
12192,"Consumer groups oppose the changes, saying they would concentrate too many outlets in too few media empires."
12202,A grains management committee normally meets each Thursday in the Commission's agriculture unit -- another target of Wednesday's raids -- to decide the outcome of a weekly export tender.
12212,Secretary of State Colin Powell said yesterday that contacts with Iran would continue.
12222,"Stout comes to Sprint from GE Capital, where he served as chief technology and information officer."
12232,"Best Minister, Scrimshaw, and Ten Most Wanted all had workouts on Monday morning."
12242,"South Africa's Nobel laureate Archbishop Desmond Tutu says he does not understand all the fuss about appointing a gay bishop, but he has urged homosexual clergy to remain celibate."
12252,Four months later it signed a joint marketing agreement with Hewlett-Packard Co.
12262,"To watch pay television, consumers would insert into the set a security card provided by their cable service."
12272,"Yesterday, the Concorde seemed to launch itself straight out of the rising sun."
12282,The federal standard for ozone is 0.12 parts per million.
12292,The bomb exploded while authorities waited for a bomb squad to arrive.
12302,"""Leaving aside attorney fees, we're dealing with bragging rights of who wins and who loses,"" said Gammerman."
12312,"The U.S. women, who are defending champions, will play on Sept. 25 in Philadelphia and conclude group competition on Sept. 28 in Columbus, Ohio."
12322,"MedImmune Vaccines, the maker of FluMist, made between 4 million and 5 million doses this year."
12332,"She appeared in federal court Wednesday, but did not enter a plea."
12342,"The incremental step, reported by researchers at UC San Francisco, is the latest in a decade-long effort to infect mice with the virus."
12352,"Mr. Bush did not discuss this when he issued a brief statement yesterday thanking the commission for its work, and saying, ""Our journey into space will go on."""
12362,"The governor is going to Jackson, where 13 people were killed."
12372,"The technology-laced Nasdaq Composite Index .IXIC was down 1.55 points, or 0.09 percent, at 1,744.91."
12382,Crews worked to install a new culvert and repave the highway so motorists could use the eastbound lanes for travel.
12392,"Buoyed by advice imparted by Nicklaus, Howell shot an 8-under 64 on Thursday to enter today's round with a one-stroke lead over Kenny Perry."
12402,That is up from $1.14 billion during the same quarter last year.
12412,"""The petitioners are entitled to respect for their private lives."""
12422,"The mock explosion of a radioactive ""dirty bomb,"" the first event in the weeklong drill, occurred on several acres in the south Seattle industrial area."
12432,"Patton also appointed Conner to the Kentucky Lottery Board and appointed Seth Conner to the Agriculture Development Board, the commission says."
12442,The findings appear in Wednesday's Journal of the American Medical Association.
12452,"""We are very pleased with the judge's decision,"" Merrill said yesterday."
12462,"Trans fats are created when vegetable oil has been partially hydrogenated, solidifying it and increasing the shelf life of certain products."
12472,But skeptics are concerned about the ease at which these hardware-based security features could be used to set digital rights management policies by vendors.
12482,"Symptoms include chronic diarrhoea, abdominal pain, weight loss and extreme tiredness."
12492,Powell is serving time in a different case -- killing his landlady in 1982.
12502,Israel's Netanyahu set to call early vote
12512,"Russia, China veto UN Security Council resolution on Syria"
12522,Green Lantern to be relaunched as gay superhero
12532,"Military plane crashes in southeastern Turkey, 1 dead"
12542,Nigeria church blast kills at least 12
12552,Coty bids $10 billion for Avon
12562,Greece looks set for repeat election
12572,Iranians “confess” to nuclear scientist murders
12582,Mohamed Morsi sworn in as Egypt's President
12592,Nine killed in Syrian-linked clashes in Lebanon
12602,IAF strikes Gaza terror cell; 1 dead
12612,US decries Pakistan doctor's fate
12622,Syria deploys more troops despite peace deal
12632,Salvador Dali painting snatched from New York gallery
12642,Annan urges end to Syrian violence
12652,Lawyers: Colo. shooting suspect is mentally ill
12662,Suicide bomber kills 23 at Afghan wedding
12672,"Manmohan in Tehran, asks NAM to take a stand on Syria"
12682,Messi scores 4 to send Guardiola off with victory
12692,South Africa train crash kills 26
12702,Taliban launch coordinated Afghan attacks
12712,"Russia, China veto U.N. draft backing Arab plan for Syria (Reuters)"
12722,Israel braces for Arab protests
12732,Israeli army orders settlers out of Hebron house
12742,Finance minister promises no new taxes
12752,Egypt's President-Elect Morsi Starts to Form Government
12762,Japan thanks Taiwan for quake aid
12772,Activists: Syrian troops kill dozens near Damascus
12782,Police treat suspicious object at Tel Aviv bus station
12792,At least 12 killed in Nigeria church bombing
12802,US drone strike kills four in NWA: officials
12812,Obama's delicate dance on same-sex marriage
12822,Jordan Opens First Refugee Camp for Syrians
12832,Eurozone agrees Greece bail-out
12842,Two blasts rock Syrian capital
12852,Obama backs same-sex marriage
12862,Police disperse east China chemical plant protesters
12872,Dozens of 'flytilla' activists protest at Paris airport
12882,"US jobless rate seen rising, offering Obama no relief"
12892,Israel blames Iran for attacks on its diplomats
12902,Music industry mourns Whitney Houston
12912,Over 120 dead in Pakistan factory blaze
12922,CPAC 2012: Mitt Romney Struggles to Connect with Conservative Base
12932,Britain savors golden night on track
12942,Toulouse shooting: France was on the highest level of security of security alert
12952,"Arsenal 0-0 Chelsea: Match report, pictures & video highlights"
12962,US spends $50m on carp invasion
12972,Lance Armstrong calls it quits in fight against doping charges
12982,"Britain's Prince Philip hospitalised, to miss jubilee"
12992,'Housewives' actress Kathryn Joosten dies at 72
13002,Rocket fired from Gaza damages home in Sderot; none hurt
13012,Egypt prepares to bury Coptic Pope Shenuda III
13022,EU plans major new sanctions against Iran
13032,Assad makes Red Cross pledge
13042,Manchester United Reveal Share Price Details
13052,Summer solstice celebrated at Stonehenge despite rain
13062,ICC lawyer held in Libya faces 45-day detention
13072,"Freight train derailment, explosion prompts evacuation"
13082,China's yuan weakens against USD for third day
13092,Breivik: Jail term 'ridiculous'
13102,Romney taped at secret donor talk
13112,Eurozone to lend Spain up to 100 bil. euros
13122,S. Korean economic growth falls to near 3-year low
13132,"Russia, China veto UN resolution on Syria killings"
13142,Jerry Sandusky convicted of child sexual abuse
13152,Romney: I left all management of Bain in 1999
13162,Sept. 11 defendants enrage families at hearing
13172,Egyptians wait for key presidential vote results
13182,Sylvester Stallone's Son Found Dead At Home
13192,"Clinton: US, Europe Must Work to Defeat Tyrants"
13202,Obama and Romney take stage for first debate
13212,Roadside bomb kills 5 Afghan policemen
13222,The Presidential Planner - The White House Science Fair
13232,Malawi confirms President Mutharika's death
13242,Venezuelan leader returning to Cuba for treatment
13252,Best’s great day brings West Indies cheer
13262,Syrian ceasefire brings uneasy calm
13272,"Abduct Israelis to free prisoners, Gaza leaders say"
13282,China's industrial output growth slows to 9.2 pct in July
13292,Gazans fire four rockets into Israel; no injuries
13302,Iraq Said to Release Hezbollah Operative
13312,Suicide bomber strikes in Syria
13322,"China detains 7 for ""house sister"" scandal"
13332,China yuan strengthens to 6.1696 against USD Thursday
13342,Residents return to Texas blast site
13352,Shinzo Abe is Japan's prime minister
13362,Bangladesh Islamist leader executed
13372,"Bill De Blasio sworn in as New York mayor, succeeding Michael Bloomberg"
13382,China and Taiwan hold historic talks
13392,Hundreds dead or injured in China quake
13402,Nelson Mandela released from hospital
13412,Cardinals enter Sistine Chapel to elect pope
13422,Egypt Youth Leader Detained for Four Days
13432,"Today in History, Jan. 21"
13442,West raises stakes over Syria chemical claims
13452,Israeli lawmakers call for internal probe into case of Prisoner X
13462,Moderate earthquake hits southern Pakistan
13472,1 Killed in Bangladesh Protest
13482,Brazil leader breaks silence about protests
13492,Calif. man pleads not guilty in terrorism case
13502,Cars trapped in tunnel collapse outside Tokyo
13512,Chinese students attacked in France
13522,"Red grapes, blueberries boost human immunity"
13532,At least 28 people die in Chinese coal mine explosion
13542,"The Note's Must-Reads for Tuesday, October 8, 2013"
13552,Tunisia president says confident can overcome political crisis
13562,Mumbai police arrest fifth suspect in gang-rape case
13572,Security agencies worry about new terrorist threats in Kenya
13582,Google invests 200 million USD in Texas wind farm project
13592,Insurance is key to fostering economic growth
13602,Demolition work to begin at stadium
13612,US captures al-Qaeda leader but fails in Somalia attack
13622,London Marathon observes silence for Boston victims
13632,Football: Messi hits 300th Barcelona goal in comeback win
13642,Ukrainian officials barred from Canada as protests continue
13652,NATO soldier killed in Afghan attack
13662,"The Note's Must-Reads for Friday, July 12, 2013"
13672,Scottish police say at least one dead after helicopter crashes into pub
13682,North Korea nuclear test
13692,Stocks close 2.47% higher
13702,Afghan president approves new election law
13712,Yacimovich urges cabinet to approve Palestinian prisoners release
13722,Dozens reported killed in Venezuela prison riot
13732,Coptic priest shot dead in Egypt attack
13742,US presidents pay tribute to Mandela
13752,Iran says it has seized U.S. drone; U.S. says it's not true
13762,US Congress may throw wrench into Iran nuclear deal
13772,Bangladesh executes opposition leader
13782,Iran President Hassan Rouhani wants nuclear deal in months
13792,Singapore stocks close 0.54 pct higher
13802,Freed Pussy Riot pair stir up anti-Putin protests
13812,Israel launches air strikes near Damascus
13822,Heavy rains leave 18 dead in Philippines
13832,Iran threatens to trigger oil price war
13842,One World Trade Center Named Tallest US Building
13852,"Designer, Socialite Lilly Pulitzer Dies at 81"
13862,"Japan, US hold talks linked to regional trade pact"
13872,Websites fight nasty comments by taking away anonymity
13882,British police deny protecting sex abuser Savile
13892,"Held in Guatemala, software guru McAfee fights deportation"
13902,Biden calls for trust in building ‘new relationship’ with China
13912,8 dead after heavy rains on island of St Vincent
13922,"Robber steals $53 million worth of jewels in Cannes, police say"
13932,‘Nelson Mandela is recovering’
13942,US military aircraft shot at during evacuation mission in South Sudan
13952,Kenya SC upholds election result
13962,Thousands told to evacuate in Colorado flooding
13972,Bolivia's Morales says he would grant asylum to Snowden if asked
13982,"3 killed, 138 injured in Boston blasts: media"
13992,Dozens of Morsi supporters killed in Egypt clashes
14002,China stocks close lower on Friday
14012,Miss New York is crowned Miss America
14022,Egypt violence: Student killed in clashes at Cairo’s Islamic university
14032,Napthine takes the reins after Baillieu's leadership crumbles
14042,SFG meeting reviews situation in Mali
14052,Six confirmed dead after Philadelphia building collapse
14062,Matt Smith quits BBC's Doctor Who
14072,Select images from Bangladesh building collapse
14082,Police: 19 hurt in NOLA Mother's Day shooting
14092,"Another migrant boat capsizes off Italy, 27 dead"
14102,Turkey's PM Warns Against Protests
14112,Michelle Obama to appear on 'Parks and Recreation'
14122,FORMULA 1: Rosberg stays modest despite Monaco win
14132,Dave Lee Travis pleads not guilty to all charges
14142,Protesters Clash with Police in Brazil
14152,Manila to increase counter-terror team
14162,Egypt braces for more violence as Muslim Brotherhood calls 'march of anger'
14172,Israel widens settlement subsidies
14182,Hunting for clues in Boston bombing
14192,Kerry Calls On UN Security Council to Act on Syria
14202,"Tornadoes hit Kan., Okla.; no injuries reported"
14212,Margaret Thatcher dies at 87
14222,Six killed in US building collapse
14232,6.9-magnitude quake strikes off Russia's Kuril Islands
14242,Helicopter crashes into roof of Glasgow club
14252,Obama shakes hands with Cuba's Castro at Mandela memorial
14262,Gunmen kill four in Kenya church attack
14272,Fire breaks out near secretariat in Srinagar
14282,Full text: China-EU 2020 Strategic Agenda for Cooperation
14292,Chinese shares close lower on Wednesday
14302,Iran diplomat: progress being made in expert-level talks
14312,Israel press bemoans price of talks resumption
14322,US Says Chemical Weapons Used in Syria
14332,Syria FM: We will stop producing chemical weapons
14342,Pakistan Denounces Latest Drone Attack
14352,NATO: 3 troops killed in Afghanistan attack
14362,Baghdad cafe bombing kills at least 38
14372,Indian-origin teacher dies after attack in New Zealand
14382,12 killed in bus accident in Pakistan
14392,At least 78 killed in Pakistan church bombing
14402,At least 150 dead as strong quake hits southwest Balochistan
14412,Fierce clashes in east Syria as US pushes peace talks
14422,US and Russia agree Syria arms deal in Geneva
14432,Australia cuts interest rates to record low
14442,Syria divided opposition struggles within wider Syrian struggle
14452,Arrested Briton 'not significant' to Kenya attack probe
14462,Obama urges no new sanctions on Iran
14472,38 feared dead in Russian psychiatric hospital fire
14482,North Korea urges foreigners to leave South Korea
14492,Chinese president arrives in Argentina for state visit
14502,Nigella Lawson 'took cocaine every day for a decade'
14512,State: No funds for yeshiva that incites violence
14522,Man admits threatening to kill Prince Harry
14532,Manchester United owner Malcolm Glazer dies at 85
14542,More carriers likely in China
14552,Fast-food workers strike for higher pay
14562,Flood alerts in France as river levels rise
14572,"Three killed, 21 injured in two road mishaps"
14582,"Mufti : conspiracy aginst Syria targets its stances, particularly towards Palestine"
14592,Hong Kong set for huge democracy rally
14602,US Senate Confirms Janet Yellen as New Central Bank Chief
14612,Obama to meet Ukrainian prime minister at White House
14622,Scores 'killed' in Boko Haram raid in Nigeria
14632,China yuan weakens to 6.1818 against USD Tuesday
14642,Israeli army kills 3 Palestinian militants in West Bank clashes
14652,"Japan mayor apologizes to U.S., denies wrong words on ""comfort women"""
14662,"43 killed, 86 wounded in attacks in Iraq"
14672,Iran says Israel lying about rockets
14682,Philippines government says peace talks with communists have failed
14692,Colorado governor visits school shooting victim
14702,"Pakistani Taliban 'elect new chief', vow 'unprecedented' revenge"
14712,US drone strike kills 8 in NW Pakistan
14722,FAA lifts ban on U.S. flights to Israel
14732,Japan: World's Oldest Man Ever Dies Aged 116
14742,Pakistan holds landmark election as 29 killed in attacks
14752,Bulgarian president tries to break election stalemate
14762,Janet Yellen: Five things you might not know
14772,Pakistan's Musharraf Charged In Bhutto Death
14782,High court checks President's recess appointment power
14792,"Eurozone debt crisis is over, says France's President"
14802,Treasury proposes 1.5% income tax raise in budget
14812,EU Ministers of Employment and Social policy to discuss employment boosting strategies
14822,China lands robot rover on moon
14832,Two teenagers arrested after string of sex attacks on Manchester University campus
14842,Zimmerman acquitted in slaying
14852,Crisis-hit Maldives holds new presidential poll
14862,Hollande arrives for US state visit
14872,"Iran, IAEA officials meet ahead of March nuclear deadline: ISNA"
14882,Bombings kill 19 people in Iraq
14892,10 Things to Know for Thursday
14902,UN takes over peacekeeping in Central African Republic
14912,Oil prices down in Asian trade
14922,Israeli forces detain 2 Palestinians in overnight arrest raids
14932,Israel Police Clash With Palestinians in Jerusalem
14942,Five killed in Saudi Arabia shooting
14952,Has Nasa discovered water on Mars?
14962,WTO: India regrets action of developed nations
14972,"Volkswagen's ""gesture of goodwill"" to diesel owners"
14982,Obama waiting for midterm to name attorney general
14992,New York police officer critically wounded in hatchet attack
15002,An air plane is taking off.
15012,A man is playing a flute.
15022,A man is spreading shredded cheese on an uncooked pizza.
15032,Two men are playing chess.
15042,A man seated is playing the cello.
15052,Two men are fighting.
15062,A man is skating.
15072,The man is playing the guitar.
15082,A woman is playing an acoustic guitar and singing.
15092,A person throws a cat on the ceiling.
15102,The man spanked the other man with a stick.
15112,A woman picks up and holds a baby kangaroo in her arms.
15122,A man is playing a bamboo flute.
15132,Someone is folding a piece of paper.
15142,A panda dog is running on the road.
15152,A dog is trying to eat the bacon on its back.
15162,A polar bear is sliding across the snow.
15172,A woman is swimming.
15182,A cat is rubbing against a baby.
15192,A man is riding on a horse.
15202,A man pours wine in a pot.
15212,A girl is playing a guitar.
15222,A panda slides down a slide.
15232,A woman is eating meat.
15242,A woman is peeling a potato.
15252,A boy falls off his bike.
15262,A woman is playing a flute.
15272,A hare is running from a eagle.
15282,A woman is cooking a breaded pork chop.
15292,A girl running is flying a kite.
15302,A man rode a mechanical bull.
15312,A man is playing a guitar.
15322,A woman is dancing and singing in the rain.
15332,A man is slicing an onion.
15342,A man is pouring oil into a skillet.
15352,A lion is playing with two men.
15362,A dog is riding a skateboard.
15372,A man is carving a statue.
15382,A man is cutting an onion.
15392,A woman is peeling shrimp.
15402,A woman is cooking fish.
15412,A woman is playing a guitar.
15422,A baby is playing with a doll.
15432,A person is slicing some meat.
15442,A person is cutting an onion.
15452,A woman is playing the violin.
15462,A man is playing the guitar.
15472,A man is cutting up carrots.
15482,A boy is playing a guitar.
15492,A man is playing a guitar.
15502,A boy is playing a guitar.
15512,A boy is playing key board.
15522,A man is playing an electric guitar.
15532,A dog is licking a baby.
15542,A man is cutting and onion.
15552,A man is playing the drums.
15562,A woman is cutting a red pepper.
15572,A man plays the drum.
15582,A woman is riding a horse.
15592,A man is eating a banana.
15602,A man is playing two keyboards.
15612,A man cut a tree with an axe.
15622,A little boy plays with a toy phone.
15632,A man is riding a horse.
15642,A man is riding a horse.
15652,A squirrel runs around in circles.
15662,A man and woman kiss.
15672,A man is getting into a car in a garage.
15682,A man is talking.
15692,A man is playing the guitar.
15702,A person is cutting mushrooms with a knife.
15712,A tiger is walking around.
15722,A person is peeling an onion.
15732,A man is playing the trumpet.
15742,A woman is peeling an apple.
15752,A panda bear is eating some bamboo.
15762,A person is peeling an eggplant.
15772,The monkey pushed the other monkey.
15782,A squirrel is moving in circles.
15792,A man ties his shoe.
15802,A boy is playing the piano.
15812,A dog is eating a piece of watermelon.
15822,A woman is chopping broccoli with a knife.
15832,A man peeled a potatoe.
15842,A man plays a guitar.
15852,A man is slicing onion.
15862,A woman is swimming underwater.
15872,A man and woman is eating.
15882,A dog is chasing a ball.
15892,The men are playing basketball.
15902,A man is riding on a motorcycle.
15912,A man is singing and playing a guitar.
15922,The man is talking on the phone.
15932,A man is exercising.
15942,A man is talking.
15952,Two bays are dancing.
15962,A girl is riding a horse.
15972,A monkey is riding a bike.
15982,A woman is peeling potato.
15992,A man is slicing potato.
16002,Someoen is playing guitar.
16012,A woman is slicing ginger.
16022,A man is cutting a paper plate.
16032,A man is playing the flute.
16042,The man is playing the violin.
16052,A woman is breading some meat.
16062,A man is playing a keyboard piano.
16072,The lady cut up a green onion.
16082,A woman is boiling noodles in water.
16092,Lionel Ritchie dances while standing on the ceiling.
16102,A person is playing the piano.
16112,A woman plays on a flute.
16122,A boy is looking at a calendar.
16132,A woman is chopping onions.
16142,A man plays a guitar.
16152,A woman is sewing on a machine.
16162,A cartoon chef is flipping pancakes.
16172,A car is driving down the road.
16182,A man is talking on a phone.
16192,A man is riding on a horse.
16202,A man is eating.
16212,A man is playing a flute.
16222,A man is playing a piano.
16232,A man is dancing.
16242,A monkey is swinging from tree to tree.
16252,The people got off the train at the station.
16262,A dog bounces on a trampoline.
16272,A man is playing a trumpet.
16282,A man sings and plays the guitar.
16292,A woman is slicing a tomato.
16302,A man climbs up a rope.
16312,A man is climbing a wall.
16322,A man and woman are driving down the road in an open air vehicle.
16332,A shirtless man is sitting on a chair.
16342,Two women are wrestling on the floor.
16352,A puppy is playing with a tennis ball.
16362,A kangaroo is eating.
16372,A man is playing a guitar.
16382,A man is cutting carpet with a knife.
16392,A man is riding a motor scooter.
16402,Someone is slicing a tomato.
16412,A man is talking.
16422,A dog licks a baby.
16432,A man is slicing a tomato.
16442,A man slices potatoes.
16452,The woman is dicing garlic.
16462,A squirrel runs in circles.
16472,A boy is walking across a bridge.
16482,A man seated in a room is playing the guitar.
16492,A man is playing a flute.
16502,A woman is cracking an egg into a bowl.
16512,A man guts a fish.
16522,The men are putting suitcases into the car's trunk.
16532,The man poured oil on the cut tomatoes.
16542,A man is slicing a bun.
16552,A man is playing a harp.
16562,A man and woman are walking arm in arm through a wooded area.
16572,A woman picks up a baby kangaroo.
16582,A fish is swimming.
16592,Two women make something in a blender.
16602,A person is surfing.
16612,A man is stabbing a target.
16622,A man is playing a guitar.
16632,A man is spreading butter onto bread.
16642,A woman is boiling noodles in water.
16652,A group of people are dancing.
16662,A man is playing flute.
16672,A woman is mixing meat.
16682,A woman is cutting an onion.
16692,A woman is riding a donkey.
16702,A doctor rushes a patient on a stretcher.
16712,The woman is playing the flute.
16722,Two pandas are laying together.
16732,A baby is laughing and giggling.
16742,A boy is playing a piano.
16752,A woman is slicing a pepper.
16762,The man is dancing.
16772,Two cats are fighting each other.
16782,A person is writing with a pencil.
16792,A man is running down a road.
16802,A woman is flouring and rolling dough.
16812,Woman is adding sugar to meat.
16822,A woman is pouring water on fish.
16832,A little boy is playing a guitar.
16842,A cheetah is running across a field.
16852,A man is eating a slice of pizza.
16862,A monkey is riding on a bus.
16872,A man and a woman are riding on a bicycle.
16882,A man is cleaning a glass door.
16892,A young man is singing while playing the guitar.
16902,A young girl is using sign language.
16912,A woman is doing her hair.
16922,An elderly man is getting into a red car.
16932,A large green ball hits a potato.
16942,A cat is playing a piano.
16952,Dogs are swimming in a pool.
16962,The man used a machine to chop up a potatoe.
16972,A woman is cutting tofu.
16982,A herd of caribou are crossing a road.
16992,A man is riding a horse.
17002,Someone is playing a piano.
17012,Someone is riding a horse.
17022,Someone is sewing things.
17032,A chicken is pecking at a dead mouse.
17042,A woman is picking up a kangaroo.
17052,A cat is playing with a camera.
17062,Two men are playing guitar.
17072,A man is smearing butter on a slice of garlic bread.
17082,A man is running on rope.
17092,A woman is cutting a lemon.
17102,A man is playing a guitar.
17112,A man is cutting a potato.
17122,A woman is chopping octopus.
17132,A dog is running through water.
17142,A man is eating bread.
17152,A man is playing a guitar.
17162,Foxes are eating from a plate.
17172,A boy is playing the piano.
17182,Someone is playing a keyboard.
17192,A man is spitting.
17202,Someoen is peeling a potato.
17212,A woman is slicing meat.
17222,A man plays an acoustic guitar.
17232,A woman is riding an elephant.
17242,A woman is kneading dough.
17252,A woman is placing skewers onto a rack.
17262,A car is driving down the road.
17272,Smeone is laying down.
17282,A man is draining pasta.
17292,A woman is exercising.
17302,A woman is cutting up some meat.
17312,A man is playing a guitar.
17322,A man is cleaning the house.
17332,A man jumps onto a short wall.
17342,Runners compete in a race.
17352,A man is mixing a bowl.
17362,A woman is riding a horse.
17372,A woman is slicing cucumber.
17382,A woman is taking a bath.
17392,A man is slicing a potato.
17402,A man is melting butter in a pan.
17412,Kids are dancing.
17422,A man is playing piano.
17432,A man is giving an interview.
17442,A man is driving a car.
17452,A car is backing out of a blocked lane.
17462,The man sprinkled cheese on the pizza.
17472,A boy plays a piano.
17482,A man is playing a guitar.
17492,A man is playing a keyboard.
17502,A man is riding a mo-pad.
17512,A band is playing on a stage.
17522,A group of people get off a train.
17532,A woman is breading some meat.
17542,A dog is walking around a pool.
17552,A man is applying butter to bread.
17562,A woman is cutting some vegetables.
17572,Some teenage girls are dancing for the camera.
17582,A lion is pacing in a pen.
17592,A man is cutting a potato.
17602,The horse is running.
17612,A man is dancing in rain.
17622,A woman is washing a freezer.
17632,A man walks across a tight rope.
17642,A woman is cutting a jalepeno.
17652,A dog swims after a tennis ball.
17662,A little kid is running around a fishing pole.
17672,A man is walking down a road.
17682,A man is making a speech at the podium.
17692,A man is riding on a horse.
17702,The person is slicing cheese.
17712,A man is shooting a gun.
17722,A woman is slicing meat with a knife.
17732,A woman is feeding her baby with a bottle.
17742,A woman is cutting a potato.
17752,A man is riding a white horse.
17762,A man is riding a horse.
17772,A man is shooting off a gun.
17782,A man is swinging on a rope.
17792,A man is carrying another man on his back.
17802,A man shows off a small monkey.
17812,A man is folding paper.
17822,A person is holding a skunk.
17832,A man is driving a car.
17842,The man is holding a lemur.
17852,Zebras are socializing.
17862,A woman slices tofu.
17872,Three men are playing guitars and singing together.
17882,Elephants spray themselves with water.
17892,The dog is standing at the counter.
17902,A man drills a hole in a piece of wood.
17912,The woman is dicing garlic.
17922,A badger is digging the earth.
17932,A man is playing a flute.
17942,A baby is laughing and giggling.
17952,A helicopter lands.
17962,A woman is slicing meat.
17972,A man is playing a guitar.
17982,A woman rides an elephant.
17992,A puppy is pushing itself backwards.
18002,A woman is breaking a head of garlic into cloves.
18012,A dog is walking along the edge of a pool.
18022,A woman is mixing a cream in a glass with a spoon.
18032,A person is drawing.
18042,A woman is pouring batter into a bowl.
18052,A man is using a laptop.
18062,A woman is riding a water scooter.
18072,Two people flipped tractor tires in a race.
18082,A person riding a mechanical bull
18092,A woman is using a sewing machine.
18102,A baby is crawling across the floor.
18112,A person is playing a piano.
18122,A woman is feeding a man.
18132,A monkey is teasing a dog at the zoo.
18142,A dog is laying on the floor.
18152,A man is playing his guitar.
18162,The man added seasoning to water in a bowl.
18172,A tied man is putting into water.
18182,A woman is slicing partially into half of an onion.
18192,A woman is carrying a kangaroo.
18202,A dog opens a can of food.
18212,A man catches a fish.
18222,A man is busting concrete.
18232,A man is slicing a leave.
18242,A child is stuck in a dog house.
18252,Men are falling into a pool.
18262,A woman is swimming.
18272,A woman is dancing.
18282,A South African Airways plane is flying in a blue sky.
18292,A bear is fighting wolves.
18302,A woman relaxes in an inner tube.
18312,A man is kissing a woman in stage.
18322,A woman is watching television.
18332,A woman is slicing potatoes.
18342,A man is playing the guitar.
18352,A woman is peeling garlic.
18362,A woman is cutting vegetable.
18372,A man is slicing a cucumber.
18382,A baby plays with a dog and ball.
18392,Four people are floating on a raft.
18402,A man is cutting a potato.
18412,A rocket exploded.
18422,A dog is pawing at a fly in the carpet before it.
18432,A woman is shredding chicken.
18442,A person is slicing a tomato.
18452,A boy is pouring something from a pitcher.
18462,A woman is riding on an elephant.
18472,A man is playing the guitar.
18482,A dog is walking along a pool.
18492,A man cutting butter into a mixing bowl.
18502,A man is eating.
18512,A man gets knocked off of a horse.
18522,A man pops wheelies on a motorcycle.
18532,A man is rinsing a steak.
18542,Two men are playing ping pong.
18552,A man is kicking a soccer ball.
18562,A person is slicing carrots in half.
18572,A person is blow torching cameras.
18582,A man is cutting open a box.
